"FSC.A","FSC.Width","SSC.A","B525.FITC.A","R712.APCA700.A","V450.PB.A","Y585.PE.A","Y763.PC7.A","R660.APC.A","Time"
725759,1720.83,424230,27349.9,481.077,46255.2,15334.6,4155.77,6732.21,8.17687
1170000,2079.13,718212,35187,-324.423,39281.4,4550.1,-596.991,2807.03,8.25815
574690,1584.84,458610,27926.1,438.892,34057.2,13496.6,8979.86,1106.49,8.26404
765000,1540.52,479466,27847.9,15225.9,38136.9,18140.5,8817.91,2209.07,8.29147
1140000,1803.62,774889,60159.7,507.703,70977,39196.5,37054.9,10254.9,8.29659
547270,1572.51,384736,39242.3,-192.841,57646.7,17623.5,3164.93,6724.21,8.29665
983869,1688.61,713161,44971.3,278.187,64781,25133.2,6135.72,11753.4,8.29667
614700,1386.34,591938,34761.9,-631.122,18059.3,19201.7,7307.29,3092.72,8.30295
998766,2009.84,716195,50465.2,65.9137,109096,34527.7,21689.9,3920.04,8.30685
872340,1729.17,861596,37101.1,-685.15,52328.4,21267.7,19211.8,1617.35,8.30771
906445,1589.05,673086,36884.5,49635.5,47495.8,16056,4057.58,2266.01,8.30809
909925,2231.19,905008,39578.8,-725.707,48680.2,10147.1,4692.66,1561.37,8.30827
1160000,1773.91,659106,39642.2,243.046,80436.2,20737.6,19923.2,5231.46,8.31571
1840000,2102.57,1460000,39768.6,3752.93,120421,85711.2,13437.5,6938.31,8.31835
1030000,1877.98,1130000,39826.3,226.98,65312.5,21038.5,27118.1,1017.19,8.31837
1020000,1670.62,709149,28352,281.331,80971.9,22949.5,7909.31,9463.83,8.3222
809848,1501.02,780696,34871.3,3270.07,41234.8,24092.8,8069.65,3461.52,8.32246
1020000,1769.84,765840,47459,634.87,110579,23004.3,17148.6,5785.86,8.32314
772798,1672.66,666338,10.6196,-428.038,4996.54,-333.224,-141.998,147.664,8.3292
1010000,1913.37,822659,42960.9,410.788,70736.8,26818.4,9952.75,9675.88,8.33124
