FSC-A,FSC-Width,SSC-A,B525-FITC-A,R712-APCA700-A,V450-PB-A,Y585-PE-A,Y763-PC7-A,R660-APC-A,Time,,B525-FITC-A,R712-APCA700-A,V450-PB-A,Y585-PE-A,Y763-PC7-A,R660-APC-A
831755,1526.09,848021,-22.9341,60.0006,27823.7,314.304,158.769,-85.1715,8.71798,,,,,,,
745119,1715.69,428624,291.956,-736.066,6176.56,305.855,-511.075,354.655,8.72358,,,,,,,
1.18E+06,1626.33,436045,294.801,-238.897,5916,168.952,-68.0834,172.238,8.73388,,,,,,,
885070,1619.87,505905,376.629,-414.545,7132.74,37.1773,-292.544,254.708,8.73442,,,,,,,
1.22E+06,1827.32,909540,975.823,-985.278,18555.1,95.8016,-135.878,419.639,8.74846,,,,,,,
813089,1651.83,622846,424.317,-396.238,7613.53,102.327,96.9176,265.328,8.7514,,,,,,,
966528,1702.78,648378,300.94,-524.95,9243.73,145.822,-65.9166,453.052,8.75252,,,,,,,
1.06E+06,1723.42,1.03E+06,655.812,-274.856,67370.3,-152.637,-304.031,241.047,8.76456,,,,,,,
746819,1700.48,365175,236.778,-222.456,4841.71,128.474,32.428,50.0616,8.7665,,,,,,,
667156,1582.67,406152,101.701,-772.232,5059.98,634.503,-178.873,391.178,8.7667,,,,,,,
1.25E+06,1593.49,947239,821.032,-741.236,25956.8,274.793,-721.903,464.185,8.77478,,,,,,,
748705,1728.8,810678,567.828,-571.312,10203.5,279.946,-137.125,288.251,8.77746,,,,,,,
1.01E+06,1989.22,738092,441.3,-737.798,12139.2,444.198,-389.427,726.017,8.78434,,,,,,,
856977,1594.14,427958,232.592,-421.823,6323.71,-95.1738,0.420897,307.75,8.78935,,,,,,,
753750,1721.75,412174,70.7155,-136.965,5329.32,284.532,176.675,297.444,8.79349,,,,,,,
672152,1657.14,681986,396.747,-646.922,9951.57,140.283,-170.001,387.728,8.80077,,,,,,,
1.22E+06,2265.05,941545,785.323,-487.618,13880.5,224.349,-446.486,469.958,8.80703,,,,,,,
958222,1732.57,657852,469.269,-541.51,7761.8,-20.7395,-32.7376,415.286,8.81241,,,,,,,
1.02E+06,1897.12,555714,352.054,-384.209,12061.7,427.001,-204.52,278.298,8.82421,,,,,,,
817837,1788.45,382769,401.938,-1037.1,13223.9,328.119,-129.917,431.109,8.82551,,,,,,,
662087,1635,474021,369.825,-383.08,5546.57,186.773,90.6218,113.928,8.85049,,,,,,,
639810,1610.41,367158,75.9542,-100.984,4421.7,345.361,-133.046,-14.6223,8.85343,,,,,,,
773455,1707.7,541126,333.05,-486.475,8870.57,132.515,-105.275,206.019,8.87327,,,,,,,
1.32E+06,1528.39,1.12E+06,869.115,-952.844,226005,74.1704,-474.38,242.853,8.94752,,,,,,,
756351,1749.2,578302,452.475,-421.837,9867.49,116.73,-185.317,287.499,9.10518,,,,,,,
850628,1868.26,496485,145.409,-535.605,6845.73,226.992,37.6534,565.554,9.1416,,,,,,,
1.06E+06,1860.7,679712,600.614,-607.509,8585.25,297.471,-285.748,292.371,9.15561,,,,,,,
1.18E+06,1888.8,776414,783.035,-608.305,10837.9,388.683,-645.085,302.521,9.20473,,,,,,,
611269,1680.79,470000,407.102,-139.234,4601.13,184.439,-507.712,133.316,9.20865,,,,,,,
1.38E+06,2062.11,1.30E+06,896.402,-1514.87,16909.8,789.264,-840.974,655.445,9.21053,,,,,,,
1.19E+06,1741.61,986988,597.154,-1021.45,8019.06,12.5069,-1104.26,410.759,9.22381,,,,,,,
665449,1622.92,687473,202.49,-689.278,5751.65,-120.572,-481.465,293.073,9.22427,,,,,,,
616529,1420.62,690022,124.817,-103.234,14871.8,60.2398,70.7648,-58.4451,9.22461,,,,,,,
729337,1611.68,346961,159.717,-64.5397,4531.59,84.8328,-69.6747,305.808,9.22491,,,,,,,
1.00E+06,2037.94,707711,709.711,-1138.68,12736.2,392.434,-314.449,657.878,9.22547,,,,,,,
1.26E+06,1978,536874,519.287,-767.82,3871.79,208.2,-428.581,585.356,9.22739,,,,,,,
728704,1647.69,558058,326.067,-567.626,4129.21,426.103,-338.231,486.966,9.22749,,,,,,,
1.64E+06,2148.34,784842,1220.45,-1569.14,13205.8,319.428,-998.848,1158.39,9.22857,,,,,,,
1.11E+06,1950.66,995370,610.143,-808.982,12398.4,97.3467,-242.667,689.555,9.22903,,,,,,,
1.05E+06,2744.05,776681,455.561,-451.419,9061.55,-636.026,-148.372,359.507,9.23487,,,,,,,
975057,1784.13,657708,502.754,-477.663,7636.81,405.989,60.4067,365.835,9.23527,,,,,,,
1.16E+06,2335.2,882356,488.559,-233.159,9798.13,112.862,-260.474,599.902,9.23535,,,,,,,
878791,1788.4,357051,184.663,-430.075,3060.35,53.0953,-296.124,186.225,9.23645,,,,,,,
895986,1806.62,580862,254.007,-119.671,5007.73,285.767,-309.682,199.362,9.23717,,,,,,,
1.33E+06,2006.88,882779,790.982,-785.88,12181.6,358.746,-147.043,226.167,9.23727,,,,,,,
704912,1552.05,350673,144.413,-610.169,4391.36,92.0015,-190.417,405.855,9.23891,,,,,,,
1.21E+06,1739.92,914830,813.243,-1234.73,12605.1,79.6133,-542.785,664.765,9.2409,,,,,,,
1.32E+06,1904.41,837352,1072.75,-1652.35,16007.6,273.324,-417.259,1158.63,9.24912,,,,,,,
979747,1904.73,768782,300.207,-505.117,8033.69,-268.111,-448.849,344.551,9.2497,,,,,,,
1.04E+06,1450.56,579434,312.115,-705.056,9596.47,536.418,-430.349,419.644,9.25016,,,,,,,
1.24E+06,2562,606816,446.114,-671.777,7727.36,324.811,-194.125,539.649,9.25176,,,,,,,
686621,1783.72,374411,394.426,-377.886,4982.38,-130.892,244.64,162.628,9.25178,,,,,,,
1.05E+06,2789.01,842037,431.797,-589.471,10457.5,394.282,-400.624,432.179,9.26868,,,,,,,
1.42E+06,1991.71,690587,609.22,-1027.96,9961.69,379.27,-686.71,238.106,9.28734,,,,,,,
965030,1671.79,533309,299.42,-175.535,5764.27,253.636,-134.799,214.832,9.38689,,,,,,,
844691,1819.99,646880,456.606,-852.612,7908.93,390.099,-90.6815,482.823,9.39393,,,,,,,
868479,2397.09,628390,374.83,-691.622,8393.91,226.608,-741.84,558.93,9.40353,,,,,,,
876129,1687.73,578927,522.284,-481.937,8605.32,47.5988,-573.964,396.748,9.40485,,,,,,,
865992,2062.96,656542,260.926,-370.518,9290.55,-263.697,-439.765,207.63,9.40671,,,,,,,
999483,1916.24,621449,310.539,-440.971,6631.5,57.1593,-272.924,355.81,9.40747,,,,,,,
1.06E+06,1991.29,919757,382.892,-403.119,9870.38,452.359,-561.935,486.48,9.40879,,,,,,,
959340,2523.75,615758,303.838,-619.938,6861.81,329.578,53.3379,2.82089,9.40991,,,,,,,
788497,1413.29,455628,384.939,-197.556,5976.49,-61.8753,-151.063,65.5623,9.41597,,,,,,,
1.12E+06,1921.89,704830,187.292,-608.935,7300.01,99.0154,-96.9864,304.86,9.43124,,,,,,,
577709,1479.2,415211,501.951,-437.695,5158.11,308.619,-519.766,237.2,9.4348,,,,,,,
715679,1478.27,475348,376.958,-259.568,6473.19,155.443,-33.2737,439.392,9.43508,,,,,,,
1.17E+06,1736.82,989333,566.479,-361.822,11519,-265.547,-254.392,370.537,9.43638,,,,,,,
786225,1905.42,527561,258.833,-613.937,6128.36,89.7706,-343.907,151.45,9.43878,,,,,,,
1.05E+06,2387.42,760060,460.388,-14.2855,8902.02,-101.129,185.61,28.644,9.44814,,,,,,,
1.52E+06,1859.06,972418,462.733,-752.382,10965.4,426.619,371.866,490.207,9.44996,,,,,,,
1.24E+06,2012.28,765254,460.362,-1058.65,10607.4,233.571,-873.678,312.183,9.45096,,,,,,,
845671,2163.32,558410,86.8666,-480.294,7124.14,268.317,-202.558,70.1087,9.45208,,,,,,,
891780,1652.97,464289,274.882,-554.351,5310.96,105.308,-224.542,189.848,9.45516,,,,,,,
824864,2013.44,772260,391.659,-358.795,11331.8,280.781,-52.8531,483.028,9.46072,,,,,,,
731875,1931.74,428190,482.28,-777.41,6610.25,225.947,-1075.38,272.063,9.46164,,,,,,,
1.23E+06,1483.84,538304,324.319,-572.138,8656.59,268.633,-136.263,120.059,9.4619,,,,,,,
577194,1751.56,487510,205.039,248.79,5545.78,-157.217,718.753,-74.9938,9.46246,,,,,,,
1.44E+06,2180.9,1.01E+06,516.939,-788.485,17643.7,526.002,-357.945,851.708,9.46316,,,,,,,
879865,1670.07,622317,92.3638,-370.384,7575.02,270.582,-75.2024,236.731,9.46364,,,,,,,
1.56E+06,2369.71,900849,524.583,-377.736,9627.03,435.384,-105.908,377.403,9.46366,,,,,,,
1.50E+06,2060.83,970801,929.55,-992.555,13433.9,244.128,49.6782,358.841,9.46632,,,,,,,
1.13E+06,1684.92,621567,308.853,-538.787,9143.73,111.079,39.4556,188.724,9.46766,,,,,,,
1.38E+06,1882.66,803949,429.925,-407.44,8434.47,462.37,146.617,364.896,9.4695,,,,,,,
767545,1979.32,683868,-7.92194,-394.06,8213.96,-402.265,200.121,370.121,9.47332,,,,,,,
1.29E+06,1656,670397,-58.3948,-439.388,5929.26,116.803,-39.3458,222.253,9.47708,,,,,,,
879757,1735.6,605343,537.894,103.654,5425.33,-8.50107,-412.858,267.77,9.47834,,,,,,,
1.48E+06,1611.17,818215,230.104,-502.261,12923.7,-109.015,-909.577,439.646,9.47888,,,,,,,
1.12E+06,1949.15,983775,558.097,-776.048,10373.6,192.04,-498.227,491.95,9.4825,,,,,,,
1.03E+06,1839.53,613532,323.7,-411.826,6970.62,423.732,-241.18,146.441,9.48326,,,,,,,
1.30E+06,2036.33,829716,269.316,-630.317,11352.8,118.08,-137.765,442.24,9.48362,,,,,,,
797752,1690.15,598642,348.765,-523.154,7517.35,75.4906,-690.172,235.076,9.48508,,,,,,,
1.33E+06,2478.94,852340,787.767,-787.091,12162.1,215.188,-565.997,501.481,9.48602,,,,,,,
1.11E+06,2061.42,653885,421.416,-304.374,6693.07,33.1088,-121.85,291.67,9.48742,,,,,,,
965584,2121.14,867657,454.598,-890.729,11308.7,492.042,-500.875,662.28,9.4881,,,,,,,
1.32E+06,2551.5,716858,724.158,-1166.12,10839.1,699.368,-486.742,623.096,9.4885,,,,,,,
1.01E+06,1945.4,559372,467.764,-597.703,8780.69,-230.628,-469.84,239.774,9.48954,,,,,,,
1.27E+06,1969.35,791733,428.961,-513.492,9358.95,-157.866,-266.715,303.559,9.48966,,,,,,,
1.36E+06,1669.79,1.09E+06,939.955,-970.646,16451.6,403.23,-503.467,462.656,9.48994,,,,,,,
795945,1553.18,502406,371.075,-725.253,6307.77,419.085,-321.451,194.816,9.49112,,,,,,,
1.44E+06,1845.67,860501,408.134,-382.57,10663.8,-342.587,-42.3736,606.027,9.49154,,,,,,,
1.43E+06,1877.75,1.05E+06,92.7756,-483.232,13418.2,196.911,50.0463,545.977,9.49206,,,,,,,
868781,1843.17,601349,277.903,-293.777,7876.19,132.772,-60.8012,286.62,9.49316,,,,,,,
829242,1759.66,686485,264.584,-352.908,9147.52,264.308,-319.729,189.462,9.49432,,,,,,,
1.17E+06,1920.14,787757,676.614,-1166.93,14553,201.815,-509.4,641.872,9.49456,,,,,,,
1.13E+06,2067,710874,404.455,-585.395,9004.47,572.68,-552.133,208.1,9.49546,,,,,,,
1.00E+06,2000.82,515563,260.896,-442.954,6625.03,146.425,-257.801,336.758,9.49548,,,,,,,
659742,1672.75,480621,297.899,-182.569,5541.07,-190.857,33.8348,156.893,9.49604,,,,,,,
1.61E+06,1656,895849,924.257,-1092.55,13705.1,442.288,-251.245,545.473,9.5011,,,,,,,
856356,1509.64,606360,459.715,-588.543,7889.63,306.346,-264.826,413.666,9.50156,,,,,,,
1.07E+06,1839.48,819809,533.298,-459.417,8554.95,-41.2601,-341.996,415.251,9.50176,,,,,,,
1.49E+06,1902.53,1.09E+06,784.888,-1098.1,15388.1,182.602,-1049.47,724.046,9.50388,,,,,,,
1.02E+06,2034.36,629723,274.848,-819.134,8581.27,336.263,-614.271,412.315,9.50416,,,,,,,
1.36E+06,1983.21,813456,628.711,-454.365,12038.2,204.336,-337.018,666.865,9.50456,,,,,,,
812800,1966.89,580530,466.779,-276.475,7634.15,248.271,-210.673,413.799,9.50604,,,,,,,
939828,1736.08,672764,650.006,-697.382,8133.96,359.928,-409.931,58.3614,9.50764,,,,,,,
876660,1678.52,475119,416,-550.254,5664.29,425.581,-225.339,204.615,9.50958,,,,,,,
1.51E+06,1999.04,1.10E+06,792.527,-1071.07,17403.1,482.613,-542.085,564.951,9.51145,,,,,,,
1.46E+06,1676.99,891448,514.787,-796.62,9404.34,156.737,-868.728,470.7,9.5115,,,,,,,
1.16E+06,1778.7,836728,620.163,-279.236,24534.4,180.764,73.1387,166.783,9.51398,,,,,,,
1.77E+06,1926.6,1.14E+06,577.917,-687.536,11970.2,-5.13461,-759.396,662.964,9.51768,,,,,,,
1.24E+06,1675.35,784683,776.995,-571.182,12893.8,567.495,-470.211,383.645,9.51873,,,,,,,
1.55E+06,1715.45,1.06E+06,755.486,-897.552,16755.3,508.05,-640.649,504.941,9.52263,,,,,,,
690477,1688.69,428257,-34.6315,-102.534,4706.54,106.912,-193.416,-78.5941,9.52421,,,,,,,
1.21E+06,2362.95,1.07E+06,890.531,-1580.1,13369.2,375.296,-580.395,766.852,9.52629,,,,,,,
869092,2008.12,707192,349.412,-380.038,8874.59,542.352,-445.988,346.026,9.52739,,,,,,,
772216,1693.31,681753,180.713,-200.332,9636.12,92.3681,-224.751,291.691,9.52811,,,,,,,
1.40E+06,2399.31,1.04E+06,861.895,-818.178,14814.5,363.955,-149.274,469.273,9.53377,,,,,,,
637090,1710.23,595729,343.064,-668.863,6577.57,209.708,-299.732,767.58,9.53507,,,,,,,
858424,1512.39,700414,289.387,-412.211,8368.73,237.077,-223.783,156.649,9.53517,,,,,,,
922672,2201.1,588628,270.011,-80.7584,8207,-188.347,42.3025,6.05509,9.53525,,,,,,,
1.25E+06,1838.62,719021,451.057,-289.063,20769.3,568.573,-266.03,396.67,9.53527,,,,,,,
1.60E+06,2407.45,1.40E+06,859.312,-1289.23,23951.6,295.731,-47.4416,799.626,9.53565,,,,,,,
1.22E+06,1996.3,899400,559.003,-1268.45,12275.4,433.859,-484.893,664.613,9.53631,,,,,,,
960624,1847.3,627425,864.429,-975.954,9072.21,82.5125,-172.315,265.119,9.53889,,,,,,,
951360,1617.64,634685,214.422,-598.768,7086.61,84.5398,-519.903,291.337,9.54131,,,,,,,
1.19E+06,1910.26,651606,456.324,-688.032,8095.72,84.255,-313.75,366.821,9.54239,,,,,,,
899187,1816.02,843124,498.374,-653.006,9467.83,185.011,-491.901,743.768,9.54507,,,,,,,
815598,1954.95,618357,291.558,-500.358,7718.98,114.919,68.9903,163.929,9.54543,,,,,,,
1.54E+06,2444.99,1.27E+06,746.296,-1264.9,15421.8,444.516,-1111.77,729.776,9.54781,,,,,,,
1.29E+06,1724.18,766020,551.945,-621.957,9174.86,88.5519,-673.353,443.055,9.54817,,,,,,,
962080,1712.53,719421,248.227,-731.311,9107.38,273.437,-526.619,314.916,9.54823,,,,,,,
1.05E+06,1656.64,706510,496.469,-209.881,7831.53,174.572,165.718,191.047,9.54997,,,,,,,
1.01E+06,1823.08,693424,424.45,-55.3306,8422.8,-212.65,-95.0262,76.9681,9.55007,,,,,,,
593607,1580.05,502509,286.906,-279.467,5082.14,15.397,-49.1941,157.445,9.55027,,,,,,,
868462,1490.48,413580,193.354,-451.913,5498.69,99.4815,-190.031,238.133,9.55121,,,,,,,
1.16E+06,1920.61,758031,604.752,-508.963,7977.86,177.004,-383.4,286.27,9.55205,,,,,,,
1.48E+06,2193.21,865921,523.289,-783.844,12103.7,467.223,-325.989,406.904,9.55245,,,,,,,
1.09E+06,1964.54,883216,1106.89,-1279.01,12896.6,462.563,-1649.6,576.874,9.55509,,,,,,,
823777,1666.64,527291,362.908,-457.786,8380.15,-93.3749,-269.633,317.883,9.55513,,,,,,,
1.37E+06,2477.51,1.03E+06,690.005,-624.806,14482.3,-34.3469,-501.519,823.269,9.55627,,,,,,,
872990,1587.14,667716,358.067,74.1243,7650.32,-328.024,69.2509,203.453,9.55641,,,,,,,
1.50E+06,2045.35,729508,26.0395,-81.3863,8279.26,269.923,171.702,286.787,9.55665,,,,,,,
1.46E+06,1869.08,698160,717.111,-792.581,15273.6,218.063,-588.48,227.048,9.55741,,,,,,,
1.30E+06,2178.72,845106,722.518,-713.83,10253.2,451.367,-437.114,465.937,9.55805,,,,,,,
1.72E+06,2233.26,883249,267.867,121.396,10897.5,-28.8307,74.3077,480.663,9.55827,,,,,,,
1.51E+06,2593.86,944152,890.544,-1047,18120.7,253.423,-996.741,585.146,9.55861,,,,,,,
991343,1640.19,701408,444.332,-212.464,7643.33,41.5622,-544.347,174.532,9.56111,,,,,,,
657226,2027.5,512211,265.975,-112.686,4716.76,155.481,-227.634,198.243,9.56321,,,,,,,
778605,1532.59,518609,179.922,-391.044,5800.06,94.4177,2.88131,316.633,9.56423,,,,,,,
979007,1614.4,600086,279.634,-384.996,9636.77,-1.52846,17.2775,259.588,9.56483,,,,,,,
1.31E+06,1558.19,834754,413.425,-1290.14,12671.8,422.408,-248.544,573.526,9.56505,,,,,,,
967676,1730.77,610923,217.91,-317.907,6521.57,196.554,-417.009,175.908,9.56597,,,,,,,
766200,1939.25,632257,708.142,-1092.33,14123.8,446.382,-442.109,284.433,9.56617,,,,,,,
832878,1957.27,598417,429.665,-328.988,5755.15,294.485,-200.401,102.588,9.56747,,,,,,,
1.18E+06,1582.22,570163,580.92,-347.345,9918.19,138.158,-446.666,438.911,9.56943,,,,,,,
1.20E+06,1510.85,778169,915.936,-1009.21,11776.1,525.959,-891.926,159.628,9.57021,,,,,,,
855649,1646.32,397099,513.24,-344.168,12557.3,231.193,-65.0663,539.464,9.57209,,,,,,,
1.32E+06,1709.09,624691,103.607,-26.9136,6121.27,52.1108,-396.645,166.817,9.57281,,,,,,,
1.01E+06,2070.63,635799,-4.68914,-384.308,7619.7,271.726,-299.219,41.3031,9.57413,,,,,,,
882643,2045.08,593486,465.764,-566.015,8428.49,363.158,-278.723,164.462,9.57495,,,,,,,
1.34E+06,2081.12,824380,809.308,-1468.85,15124.9,267.264,161.432,600.583,9.57939,,,,,,,
1.61E+06,1950.82,949999,346.993,-545.147,10778,154.33,-610.375,356.14,9.58119,,,,,,,
1.56E+06,2281.51,864793,501.242,-487.908,7273.23,-69.9867,-573.194,755.376,9.58313,,,,,,,
1.37E+06,1564.12,692795,299.15,-460.877,8550.86,175.748,379.154,207.966,9.58351,,,,,,,
1.76E+06,1665.32,982119,667.527,-378.122,13310.2,50.2086,-145.114,509.378,9.58517,,,,,,,
1.43E+06,2224.83,989681,848.814,-1495.2,14393.8,408.359,-282.528,541.191,9.58527,,,,,,,
1.27E+06,1681.45,616370,448.175,-923.549,21148.5,235.839,-614.828,658.623,9.58569,,,,,,,
1.11E+06,2239.3,929271,375.352,-516.606,10194.3,228.573,-691.662,192.076,9.58621,,,,,,,
1.39E+06,1762,942332,639.141,-1136.8,15157.5,722.844,-355.092,593.609,9.58645,,,,,,,
1.03E+06,1937.09,657182,724.11,-993.011,10398.3,372.092,-313.15,689.66,9.59021,,,,,,,
1.19E+06,2415.85,861103,505.504,-838.351,12640.7,59.7669,-215.69,422.622,9.59033,,,,,,,
1.07E+06,1660.59,437951,75.3948,-294.05,4750.66,-51.1213,203.531,100.716,9.59049,,,,,,,
1.25E+06,1949.1,823971,764.434,-811.833,10255,600.811,-851.775,342.75,9.59097,,,,,,,
954400,1746.71,440319,378.322,-800.331,7758.18,425.209,-411.295,262.81,9.59105,,,,,,,
912982,2078.1,783133,625.107,-562.297,12862.7,172.568,-170.418,447.263,9.59193,,,,,,,
877583,1814.86,647263,312.494,-458.256,11281,66.8038,-103.058,363.545,9.59255,,,,,,,
1.63E+06,1940.85,1.32E+06,749.781,-1035.39,19174,58.1059,-552.305,837.123,9.59337,,,,,,,
1.58E+06,2178.24,1.06E+06,1370.23,-1647.68,19552.7,716.936,-1135.92,659.825,9.59495,,,,,,,
857495,1778.8,519820,257.711,-564.061,6790.09,175.471,-159.051,357.086,9.59527,,,,,,,
946467,1804.94,512381,552.162,-751.683,8597.69,418.052,-149.864,176.83,9.59549,,,,,,,
972507,1762.61,682382,282.147,-493.145,7612.07,-7.19826,-177.662,171.507,9.59627,,,,,,,
1.05E+06,1899.74,866626,493.903,-905.391,10329.4,572.621,-870.37,202.594,9.59783,,,,,,,
1.31E+06,1936.65,1.27E+06,438.905,-766.61,14372.1,-39.005,-796.533,619.692,9.60283,,,,,,,
1.39E+06,1848.51,713829,500.967,-695.325,10905.5,-1.55906,-591.35,541.682,9.60316,,,,,,,
966666,2281.51,1.07E+06,641.11,-1024.69,13953.4,268.95,-734.559,412.606,9.60359,,,,,,,
720045,1755.1,642268,161.746,-85.0793,9185.3,-2.15294,-107.977,326.055,9.60394,,,,,,,
1.11E+06,1630.51,736042,586.435,-1227.51,11846.1,383.269,-706.353,475.894,9.6053,,,,,,,
838535,1785.24,543116,387.747,-430.411,6725.77,79.5452,-280.954,107.274,9.60888,,,,,,,
893197,2294.98,785428,420.731,-659.511,10068,129.312,-401.446,368.254,9.60892,,,,,,,
1.09E+06,2232.37,898163,435.345,-814.812,13354.6,544.86,-508.686,559.063,9.60896,,,,,,,
1.17E+06,1864.53,823833,746.616,-726.237,10989.7,233.604,-534.166,623.057,9.61108,,,,,,,
1.39E+06,1884,924481,793.315,-875.84,15884,143.8,-694.609,506.283,9.6134,,,,,,,
990976,1733.52,470938,471.133,-587.101,8527.32,143.297,131.263,188.683,9.61438,,,,,,,
695262,1564.2,412825,354.091,-356.685,5909.68,219.398,-435.921,201.077,9.61576,,,,,,,
1.31E+06,2060.81,825498,332.786,-612.885,10966.2,174.723,27.9473,418.267,9.61916,,,,,,,
1.25E+06,1875.22,651278,104.758,-56.1993,5689.98,46.4273,226.826,109.529,9.61944,,,,,,,
1.10E+06,1604.35,472889,408.145,-637.636,7547.79,124.731,-90.3183,387.523,9.61964,,,,,,,
1.32E+06,2526.51,1.04E+06,627.886,-530.922,20440.9,491.665,327.58,563.379,9.62052,,,,,,,
674964,1926.83,621868,491.377,-759.419,7655.06,552.859,-338.93,130.866,9.6223,,,,,,,
1.23E+06,1879.1,1.15E+06,666.705,-940.295,15521.7,440.322,-739.265,496.387,9.6254,,,,,,,
991371,2150.81,658021,455.786,-815.698,10704.6,355.427,-221.289,551.755,9.62634,,,,,,,
1.66E+06,1994.4,1.34E+06,1195.03,-1642.81,24556.5,55.2353,-907.183,799.447,9.62638,,,,,,,
1.74E+06,1988.69,975582,469.662,-539.484,16392.8,215.404,-359.263,606.778,9.63018,,,,,,,
632518,1604.58,428810,285.852,-201.996,5432.65,-29.8085,283.193,315.569,9.63096,,,,,,,
868847,2022.08,599789,249.916,-353.193,5733.71,198.776,-358.801,134.144,9.63102,,,,,,,
791318,2095.51,562153,53.0239,52.2533,6777.98,-50.8066,104.084,142.842,9.63292,,,,,,,
1.10E+06,1778.5,907662,254.374,-425.57,9990.97,407.08,34.5367,319.527,9.63308,,,,,,,
1.20E+06,2036.55,760986,511.855,-623.851,8470.84,81.5624,-694.985,255.741,9.63476,,,,,,,
770266,1513.08,463827,229.581,-654.549,6030.56,140.728,-421.566,249.924,9.63534,,,,,,,
1.40E+06,2226.93,1.15E+06,747.739,-751.529,17525.1,431.958,-776.155,717.653,9.63548,,,,,,,
803160,1725.28,726446,596.401,-423.181,10493.7,225.443,178.037,150.967,9.63558,,,,,,,
730156,2015.09,490167,228.714,-272.759,5070.42,-22.1986,-198.366,285.953,9.63738,,,,,,,
892374,1586.35,649992,697.569,-593.37,10314.7,522.372,-141.485,397.493,9.63802,,,,,,,
1.06E+06,2467.16,703611,607.811,-1078.67,12335.8,266.954,-108.916,489.583,9.6383,,,,,,,
594310,1737.55,570289,337.489,-490.024,7333.08,15.4374,-399.389,286.247,9.6391,,,,,,,
1.07E+06,1903.71,816026,308.81,-800.806,10277.2,417.581,-577.193,122.509,9.6401,,,,,,,
1.31E+06,1696.55,726283,604.293,-866.816,10165.1,332.125,-550.648,638.507,9.64324,,,,,,,
1.12E+06,1656.66,820065,623.059,-833.402,11093.5,288.519,-668.949,352.457,9.6462,,,,,,,
961251,2175,612624,566.132,-356.018,6568.96,171.145,176.593,203.066,9.64648,,,,,,,
928617,1823.22,513305,242.08,53.0505,6510.26,-31.0895,123.011,10.1209,9.64674,,,,,,,
931649,1691,658099,266.645,-893.482,10880.9,176.749,-615.325,460.938,9.64706,,,,,,,
958837,1783.52,503817,365.366,-176.807,7554.54,314.249,-398.637,-19.2211,9.6485,,,,,,,
1.32E+06,2072.42,980493,800.389,-1141.67,14267.2,583.804,-770.808,699.719,9.64954,,,,,,,
906799,1963.96,792836,372.036,-525.992,9812.26,378.164,11.6803,357.387,9.6505,,,,,,,
1.10E+06,2106.99,878505,651.616,-1120.95,11542.7,363.355,-334.636,739.844,9.65192,,,,,,,
1.12E+06,1869.5,921497,906.494,-1153.98,15608.6,212.684,-1171.15,582.866,9.6532,,,,,,,
1.00E+06,1919.75,781569,635.417,-1304,12277.6,239.554,-939.96,684.503,9.6535,,,,,,,
648856,1928.2,565506,296.183,-561.334,7234.45,219.685,-110.302,242.555,9.65496,,,,,,,
1.04E+06,2252.61,526892,289.267,-594.84,6854.5,-129.047,-974.47,489.597,9.6553,,,,,,,
679152,1542.95,587494,452.936,-789.32,7319.12,449.909,-773.842,436.721,9.65532,,,,,,,
1.43E+06,2226.51,1.05E+06,667.58,-763.503,15205.9,97.8791,-773.896,633.726,9.65642,,,,,,,
1.01E+06,1595.98,427872,280.699,-686.131,4788.35,194.922,-237.377,278.031,9.6574,,,,,,,
1.34E+06,1970.75,941655,449.263,-634.577,9985.98,158.3,-838.258,398.405,9.65822,,,,,,,
933210,1633.6,673853,312.233,-165.047,7209.85,442.019,-215.41,-4.38028,9.65844,,,,,,,
1.14E+06,2125.34,705650,557.168,-728.608,9682.37,355.143,-414.627,515.045,9.65854,,,,,,,
961156,1974.16,574684,305.773,-890.957,8328.23,583.617,-247.656,325.75,9.6593,,,,,,,
882370,1490.27,414461,425.552,-357.388,4815.89,418.281,-78.7397,115.634,9.65984,,,,,,,
1.40E+06,2092.62,1.05E+06,842.657,-800.551,11755.7,100.197,-950.075,635.828,9.66012,,,,,,,
1.31E+06,1699.63,975238,625.408,-697.692,16878.3,329.401,-240.708,166.714,9.66126,,,,,,,
1.72E+06,2078.98,842096,751.142,-888.617,15475.7,534.754,-352.902,775.236,9.66202,,,,,,,
1.12E+06,1784.78,627135,576.135,-890.659,11276,270.167,-185.814,480.349,9.66208,,,,,,,
1.36E+06,2210.77,1.16E+06,933.745,-1159.87,20126.7,-11.4264,-729.706,459.205,9.6625,,,,,,,
827368,1760.03,610491,155.051,-187.224,11647.4,119.679,-55.374,-38.2406,9.66298,,,,,,,
888983,1800.19,658040,167.258,-34.5126,9511.65,1.60053,304.501,155.666,9.66422,,,,,,,
882344,1846.09,719395,405.329,-1291.36,8925.9,388.168,-684.053,474.088,9.66432,,,,,,,
1.28E+06,1592.9,713147,811.456,-850.657,10378.4,500.719,-596.572,343.245,9.6647,,,,,,,
849253,1699.17,497376,285.099,-204.627,5702.09,-134.693,-91.0775,335.129,9.66502,,,,,,,
978092,1939.24,546781,728.025,-653.944,6971.65,124.879,-198.158,366.57,9.66572,,,,,,,
1.29E+06,2302.34,493765,295.124,-544.057,6390.44,22.3171,-504.123,495.711,9.66602,,,,,,,
1.11E+06,1693.58,774486,127.627,-596.278,10929.3,251.006,-442.616,-7.06282,9.66632,,,,,,,
967446,1760.34,674583,225.165,-628.925,8675.87,319.358,-556.701,256.401,9.66644,,,,,,,
