"FSC-A","FSC-Width","SSC-A","B525-FITC-A","R712-APCA700-A","V450-PB-A","B690-PC5.5-A","Y585-PE-A","Y610-mCHERRY-A","Y763-PC7-A","R660-APC-A","Time"
965435,1708.45,646685,64608.1,387.188,71559.6,727.588,36314.3,56.4805,11968.1,12407.5,82.3506
2.35289e+06,3605.44,1.82987e+06,180853,1153.82,233357,2338.97,98215.1,15.8291,35557.7,27444.8,82.3665
853653,1818.16,621734,68427.4,-788.314,96377.5,1845.43,41352.2,46.2239,12603.2,14926.1,82.3752
1.49641e+06,2607.02,1.26359e+06,101761,186.525,114109,1681.78,47318.3,-12.8398,24536,9080.41,82.3834
1.12289e+06,2460.58,768609,78467.7,-90.5887,72048.1,1553.04,48975.8,22.3117,18959.3,16041.9,82.3866
773497,1938.06,529447,58258.7,868.628,61214.4,-23.479,37409.1,-116.924,12156.3,17148.5,82.3993
2.34458e+06,3485.76,1.65893e+06,180938,728.906,157304,1747.68,89077,-198.317,43834.7,32910.7,82.4076
1.06141e+06,2307.41,686953,85138.8,42.9725,84874.4,1605.81,51582,-223.285,22297.9,3891.88,82.4136
85109.2,1008.04,80004.8,195.788,-354.283,1635.22,750.782,-13.5791,-29.5009,-240.763,206.676,82.4154
2.13913e+06,3309.67,1.67472e+06,186830,154.055,274332,1950.88,108982,28.1384,37697,39471.8,82.4158
1.38951e+06,2426.3,1.05182e+06,108269,-141.025,97973.3,2776.85,37281.9,11.3267,27381.9,4572.54,82.4267
708985,1601.6,527296,43620.9,-40.7786,49178.9,645.656,18861.5,118.897,4818.67,10938.1,82.4314
85742.7,974.168,132272,77.0277,38.9536,777.854,27.5447,-96.3513,6.44314,77.8069,-42.1692,82.4387
1.04193e+06,2209.45,761794,43112.3,-653.767,72226.5,2429.88,35597.5,219.993,12330.2,5442.34,82.439
564222,1539.98,453012,47523.3,519.419,30283,369.22,24065,91.5367,10848.5,5573.59,82.4397
2.22295e+06,3258.86,1.75714e+06,95728.9,460.151,218033,2617.55,56674.2,-44.1246,23700.3,12963.3,82.4398
1.55846e+06,2140.4,859408,80924.1,515.314,100475,1294.28,49186.1,27.5534,19548.3,18351.6,82.4402
2.02187e+06,3122.05,1.41944e+06,133722,-13.903,193108,1659.8,87162.4,129.224,19629.4,24960.1,82.4407
627884,1518.66,408744,37587.5,99.145,47752.8,822.763,20916.1,-109.56,9437.75,3571.89,82.4529
3.81272e+06,4831.1,2.83737e+06,253591,2328.95,459680,2142.8,179972,380.641,52119.2,45399.8,82.4575
56410,829.559,17410.8,-38.0604,-71.5217,3686.24,242.232,-377.298,-113.759,-11.8912,70.4583,82.4676
760646,1819.55,468177,82720.6,-6.12764,89087.2,165.979,43924.2,119.107,11443.8,14624.2,82.4729
150047,1090.25,78117.2,73.2057,2.63277,7232.21,49.3266,173.798,29.7977,-28.864,140.093,82.4857
687798,1510.58,407911,47607,686.223,74682.9,-349.502,36696.4,157.082,9568.96,10479.4,82.4891
779143,1602.09,524693,65746.1,658.565,73948.3,78.4653,37884,10.0473,17537.8,9994.11,82.4983
1.72577e+06,1456.03,1.06464e+06,56262.2,366.494,80508.4,603.993,31632,119.998,31279.1,12487.3,82.5006
3.94999e+06,4365.99,3.09089e+06,289268,1659.36,408083,2954.52,200607,286.354,65892.8,94206.5,82.5114
961607,1632.26,677357,101598,29.3641,102413,442.415,54378.7,4.20102,17039.7,16083.5,82.517
977401,1643.92,583556,62708.5,1048.87,61264.9,-49.0976,52220.7,277.666,11820.5,13630.9,82.5235
1.16917e+06,1679.6,849808,81025.7,520.954,116828,1190.33,52406.4,32.5939,27873.1,31320.1,82.5258
63066.2,864.843,23946.4,-44.7432,-129.742,2253.46,75.276,98.4704,35.6963,22.5584,47.9972,82.5391
174690,1230.01,76518.4,147.594,136.784,2408.15,115.113,-65.0714,-45.8507,35.974,210.737,82.549
207052,1164.24,184087,14702.8,-1.39945,8764.17,203.485,2083.09,-65.3392,949.12,163.704,82.5547
2.57469e+06,2944.86,2.16287e+06,147789,832.555,243340,3175.8,105165,269.677,52663.7,54026.4,82.5599
161025,1095.35,41996.6,159.443,-102.796,588.69,575.951,72.5286,22.9171,-364.125,-5.31925,82.5666
247527,1202,266761,656.432,-1009.67,8055.24,2402.05,-84.7868,-94.5381,-812.619,232.064,82.5826
1.10516e+06,2107.2,908499,51677.7,-282.873,52555.6,1832.2,36202.3,137.018,15898.3,9751.37,82.5847
623384,1702.36,356425,41964.6,405.481,67124.9,336.018,31098,-49.3736,7040.44,7189.15,82.681
870406,1634.61,601425,53438.1,948.154,74773.1,56.0485,38611.1,160.364,6359.66,11476,82.6957
729660,1728.25,454743,64577.1,543.408,88353.2,-191.081,43606.5,65.0961,14255.5,21952.6,82.7029
1.05322e+06,2839.89,691092,118079,847.922,117952,-406.732,67887.8,70.1105,22145.2,18341.3,82.7067
941506,1678.47,646106,60425.4,212.716,73133.8,997.279,44271.4,92.8967,16567.6,17295.7,82.7142
1.56643e+06,2030.51,940150,155887,62.7363,125019,2355.77,66530.6,139.763,18763.3,32438.6,82.7164
2.25809e+06,2353.9,1.89866e+06,118957,1565.46,80871.1,1690.55,50621.6,244.536,43689.6,19324.5,82.7257
628747,2039.83,525545,63735,-428.467,64745.9,599.173,40465.6,61.5207,11563.9,10047.1,82.7397
1.22132e+06,1896.97,629464,56570.3,995.207,94063.6,175.96,32617.7,119.296,12924.6,20701.1,82.7422
627042,2142.07,508510,61302.9,240.656,78258.1,405.708,41549.2,-4.70732,15385.1,14752.3,82.7515
947268,1704.53,520657,58407.3,-345.222,55431.4,1060.12,44348.4,59.4104,15085.2,17404.4,82.7517
1.39326e+06,2345.31,961485,91259.9,901.631,156653,353.796,56734.8,170.277,17491.9,29779.2,82.7529
268150,1128.97,140181,79.7182,-18.8146,15418.6,124.121,255.296,58.08,-98.6371,99.0422,82.7654
897810,1704.46,535007,96119.1,416.329,60275.2,97.9691,47463.2,216.766,16195.5,13562.6,82.7716
1.04097e+06,1833.13,699165,70606.6,361.785,89939.5,789.691,51959.1,77.626,15352.6,18109.8,82.7758
729076,2516.5,389100,1404.51,-1295.74,14766.3,2287.31,1266.52,-58.4061,-478.963,682.327,82.7829
102215,1076.48,109148,156.972,-668.605,4063.56,1420.68,27.481,-75.4986,-392.275,65.109,82.7838
866806,1421.7,524816,57684.3,-142.769,70262.4,887.621,52514.8,95.3765,11281,8784.19,82.8209
1.09868e+06,1999.31,818611,133608,377.419,68045.6,1433.63,68410.9,57.5398,12454.4,17572.7,82.8266
1.01954e+06,1675.26,823079,58906.2,-889.99,113810,3004.5,39327.5,-44.1637,13421.4,13170.4,82.8327
461862,1249.89,494620,-32.325,-143.412,3462.86,128.684,-417.452,-112.463,53.906,14.9473,82.857
116409,1042.78,59409.9,-18.7153,-7.20376,6774.94,15.2249,338.743,56.3426,187.213,21.1598,82.8715
387731,1694.99,385664,25571.2,78.4787,31055.1,265.971,22394.4,14.5799,27884.3,3291.12,82.8721
1.0008e+06,2478.77,769114,121511,941.279,110191,448.06,50742.2,-25.7013,23928.8,15625.7,82.8923
229399,1143.73,204994,188.578,-71.7225,8359.22,253.398,185.318,-17.2966,-14.4911,95.7009,82.9025
515925,1384.42,362601,32916.4,-18.4172,15445.9,674.647,14819.9,-49.741,3297.98,7310.12,82.9114
56820.2,852.433,28927.4,-98.4392,-33.7721,2421.42,-158.699,157.687,51.5886,-17.9667,-107.591,82.9178
7.4965e+06,6374.62,6.56298e+06,15317.4,338135,151622,-2769.22,14215.5,664.952,15159.5,6661.05,82.9269
68392.7,935.575,15192.8,37.7962,-87.3362,2717.4,233.453,153.654,30.3757,-205.514,-36.3595,82.947
1.19042e+06,1868.77,794540,59332.6,-57.3482,105838,1653.45,42581.2,0.591132,13814.6,15359.4,82.9492
1.27937e+06,1633.56,799248,70716.6,901.501,87007.6,521.045,48618.2,186.37,15098.9,16430.5,82.9497
137523,1080.39,56016.2,-45.1608,-120.523,6788.53,332.185,-424.597,-99.3934,-97.1786,127.589,82.9594
843074,1945.47,661317,51501.1,-180.241,40859.2,2214.35,17892.4,-42.9967,8722.11,1992.6,82.9622
1.71075e+06,3027.03,1.09689e+06,114705,716.263,171724,280.538,79063.5,304.528,30607.3,23369.1,82.9638
115024,1038.66,240665,392.451,-96.0617,3994.87,411.286,48.9023,-16.3662,-225.783,116.799,82.9672
660690,1786.03,825402,1046.73,-328.416,9735.19,558.636,-141.88,-124.552,281.641,317.124,83.0007
306834,1143.84,560113,122.964,-27.6558,27635.1,159.877,36.8203,25.2064,55.6461,-27.7535,83.0106
567733,1866.96,664645,37834.4,313.549,41768.8,967.276,17070.7,2.04096,6069.07,1842.34,83.0164
927734,1973.38,554842,54218.4,-10.2113,64010.3,570.518,31674.2,206.391,11849.1,13566.9,83.042
863235,1549.58,515729,60423.1,192.616,57356.4,467.709,37001.1,225.39,10066.7,13396.4,83.0541
898342,1804.3,596915,67575.2,-11.826,74763.6,1264.84,47973.2,-25.8749,12804.6,9006.89,83.063
731262,1875.14,535392,78558,178.436,78966.6,540.635,53417.3,-33.1716,10799,11747,83.0716
1.31421e+06,3282.64,836564,139887,-385.134,126383,1404.56,56693.9,-170.52,40136.8,23046.2,83.0776
1.13158e+06,1841.7,816630,69868.9,1053.51,69427.8,631.353,36217.7,247.581,12770.9,12681.2,83.0799
1.6275e+06,2058.74,841550,140488,1339.42,111175,-53.6541,94043.9,292.526,28875.8,22921.8,83.0853
1.00014e+06,2653.82,733505,52640.7,-91.015,29077.9,1242.24,19181,-6.70434,7408.96,9429.63,83.089
973415,1692.87,681001,1919.61,4492.19,14543.7,2141.68,2356.73,79.4589,-88.2552,222.185,83.106
1.06154e+06,1890.38,713425,83444.4,809.497,111333,546.723,52846.1,-155.112,12823.7,19529.2,83.1069
90154.6,990.114,57899.7,60.6035,-118.216,5723.46,323.98,-548.602,-109.711,98.9993,-11.8121,83.1099
593372,1597.53,581032,22772.1,313.822,23099.7,1015.41,10369.8,82.7996,4734.45,774.777,83.1198
78366.8,928.352,21056.9,169.262,-43.1038,4416.73,16.4647,73.2907,9.34891,-63.1644,45.4019,83.1233
144829,1128.09,198827,1057.23,584.111,8131.61,1358.9,1410.42,50.2031,-468.75,411.987,83.1334
361907,1290.36,218642,8781.42,-37.493,11821.5,462.483,4861.85,-20.6253,2314.83,1277.85,83.134
1.00484e+06,2094.91,810258,83226.3,-208.679,157968,1719.22,45511.9,-150.499,26235.8,14493.2,83.1421
565650,1663.07,576526,6143.52,129.371,12720.9,1024.41,5617.82,160.896,1059.58,544.663,83.1611
1.24519e+06,1960.87,515075,63224.5,321.256,92509.5,830.963,49007.8,20.7525,9590.66,16336,83.1611
839979,1604.52,625504,40765.6,537.368,46551,336.234,25611.8,100.099,10834,19165.8,83.1676
1.43195e+06,2300.62,837860,96868.8,-235.31,49490.2,1632.69,32509.3,-45.1824,12334.6,21114.5,83.1795
594977,1767.06,777919,12728.3,-195.55,22460.2,2389.49,7444.18,22.7505,1412.2,1694.47,83.1797
992767,1673.83,797737,104415,207.66,79828.1,1728.34,44183.8,70.6863,41884.5,6103.79,83.2192
96088.9,1043.64,75740.3,306.761,-486.745,4410.99,1170.93,361.918,-42.7964,-144.416,160.802,83.2256
1.84018e+06,3257.18,1.42933e+06,139144,-163.859,195358,2355.47,92175.6,155.348,24369.4,36975.9,83.2284
86801.3,972.305,51291.9,1046.55,-89.741,2242.13,123.707,59.6492,-12.0976,-44.8076,223.363,83.236
993256,1665.45,799295,114030,553.929,105258,468.745,49252.3,9.04001,20298,13685.5,83.2451
833738,1660.26,953419,22797.6,-527.503,40449.7,2599.69,13390.9,42.6072,4685.52,1939.28,83.2523
1.11888e+06,1652.67,712283,91997.6,-275.695,76859.2,1108.07,58617.5,38.3372,10860.4,14606.2,83.2554
2.39597e+06,2042.48,2.61843e+06,104653,-585.883,195699,4849.24,71131.2,93.8555,20203.4,22837.6,83.2626
1.1991e+06,2096.27,735634,77038.9,145.347,104740,1417.09,35151.4,-32.3431,22173.6,12108.5,83.2628
1.25263e+06,2986.74,1.26988e+06,2361.59,13668.2,21728,2171.27,3264.2,183.064,568.405,754.714,83.2669
2.10388e+06,3215.02,1.62648e+06,242886,600.093,229623,1467.92,126563,42.3768,53516.9,52559.1,83.2689
258637,1139.05,150400,222.614,-374.771,1438.43,592.579,295.853,58.5305,-25.5905,141.489,83.2794
780412,1759.48,650835,41378.6,-523.97,50642.9,1895.67,33855.3,-57.3237,13852,5335.44,83.2807
1.36709e+06,1886.23,818836,1848.53,11973.9,15035.2,1186.78,1082.56,-12.7121,681.615,343.87,83.2929
123198,1095.62,100112,3207.23,-273.106,5740.54,661.744,589.495,-97.7927,1160.1,100.585,83.3152
1.79936e+06,2168.64,1.22784e+06,115948,1743.22,198631,-339.086,104758,51.5941,33816.8,61634.6,83.3196
1.12073e+06,2006.22,702222,78343.7,49.0262,88123.8,1351.88,57399.1,-116.577,18917.3,31028.9,83.3226
86116.9,981.554,109292,150.771,-6.99565,1397.17,148.289,-17.9994,-38.1635,-52.9587,56.3325,83.323
718482,1926.87,539427,56644.6,387.383,91556.3,474.845,41169.9,-152.392,10831.2,6666.88,83.3386
123097,1080.91,72782.9,-37.1873,27.2501,8734.32,186.127,-372.475,-57.791,48.7568,-9.53053,83.3569
1.09393e+06,1675.98,567585,55928.1,815.781,79885.4,9.63936,40333,124.635,15772,25999.1,83.3696
116650,1064.99,21729.4,-153.158,-197.589,4546.04,288.263,-133.733,-40.3426,5.32333,246.937,83.3733
531987,1560.08,590267,17122.4,-308.343,23462.4,1588.33,9612.86,-70.6688,4945.94,1021.42,83.3778
3.49588e+06,3327.38,2.08825e+06,218727,1504.32,270011,1284.38,145366,346.45,65677.4,38172.1,83.3859
1.52073e+06,2941.13,1.41019e+06,74972.4,-637.745,117208,3866.46,38601.5,76.7029,38254.8,5767.99,83.3889
572471,1696.45,372828,52766.6,111.65,44707.5,749.854,29972.1,26.8805,12808,3019.4,83.3897
834139,1624.29,771825,51259.6,-158.206,86574.4,1423.45,40094.3,42.3913,25975.9,8711.02,83.3932
3.0107e+06,4160.4,2.41591e+06,185576,681.658,296490,1694.79,138456,635.356,36078.5,28985.7,83.3951
2.41559e+06,4420.29,1.96206e+06,168343,1642.59,216330,2242.54,135285,-179.114,34212.9,34163.1,83.3995
203770,1178.17,870435,53.9178,112.383,2974.64,-88.6985,-4.42239,-5.24004,225.429,-3.91495,83.4087
205785,1073.32,95584.8,74.285,12.806,7030.86,112.352,-35.1633,-42.2686,-107.764,-135.166,83.4227
86749.8,958.718,22410.2,126.599,341.799,1373.38,-74.4061,105.006,38.2276,43.333,16.0089,83.4376
169112,1112.52,120061,89.0443,-135.114,8011.11,160.587,200.394,15.9349,-161.744,57.7009,83.4443
838644,1697.31,539823,52371,1280.21,63486.8,-744.925,43621.5,67.1133,18281,8739.22,83.4752
652500,1764.44,621329,8470.94,-183.864,18706.7,1756.87,8273.59,288.612,1054.14,756.786,83.4815
105778,1055.31,36264.9,-11.2147,89.3611,5194.1,123.212,49.8465,-20.2339,-76.4796,77.2678,83.5079
895233,1866.74,640414,68035.7,594.397,67266.1,441.828,42397.7,-128.309,25608.5,11766.5,83.5263
75608.2,928.417,43168.9,34.7312,28.7623,4908.98,255.27,-368.259,-81.5978,107.226,13.6685,83.5273
284886,2355.79,282387,9211.63,436.03,5497.25,781.429,93157.2,41.6375,495.544,280.302,83.5302
890017,1764.21,531019,59647.2,679.852,88033.1,-103.89,29106.2,28.3414,9483.2,13211.2,83.5357
1.11585e+06,2651.11,880178,107557,1032.08,120077,459.402,52899.9,116.572,24072.8,21300.1,83.5371
454131,1768.71,350085,26521.2,-333.494,39483.1,594.904,25564.3,-119.68,11238.1,7263.61,83.5412
64184.5,898.071,48042.3,19.7963,-69.2606,1699.85,149.547,-5.03727,-29.1758,-25.3783,-98.6093,83.5433
120537,1067.28,149571,-110.404,62.7253,6160.51,-217.016,543.723,124.479,3.02318,40.6965,83.5458
2.01174e+06,2131.26,1.5684e+06,185212,1080.22,191811,1324.83,111291,185.095,31271.9,27419.7,83.5599
72167,910.086,34178,-71.4801,-27.065,3091.53,-55.7028,268.774,43.7091,-77.9103,-82.1852,83.5759
977497,1484.36,666139,39361.7,271.603,93543.5,1087.93,43366.8,113.207,9563.79,16527.2,83.5846
1.39868e+06,1658.43,852765,81338.2,571.931,133665,486.314,55600.7,200.32,13160.4,24639.4,83.5862
223945,1231.58,144946,184.609,1924.43,3808.19,629.479,462.637,-1.41389,-313.315,233.185,83.5876
962597,1813.31,764365,117362,581.427,102378,-347.047,48477.2,79.7164,24053.8,23502.4,83.5906
1.05567e+06,1931.85,945197,108403,352.297,142122,1121.91,74389.4,-250.526,17763.2,15739.4,83.618
107986,1008.69,129744,125.368,71.9179,3853.48,-97.6066,275.255,73.3912,-179.608,-83.9508,83.6209
137632,1072.63,43308.6,90.2366,-68.4077,14820.7,29.1001,26.572,29.9222,2.35309,126.021,83.6355
1.79297e+06,2749.29,1.33989e+06,257703,1297.44,216197,715.142,131178,48.6861,34816.9,23123.5,83.6462
988896,2260.86,728479,57900.8,-69.7412,61353.7,1833.56,41734.3,96.7954,21242.8,3818.5,83.6505
746738,1657.14,459336,30391.7,123.93,48617.1,1169.91,21659,-161.154,8375.29,3495.53,83.654
744249,1621.12,522644,43320.2,367.137,68395.3,588.303,18484.3,32.902,13591,4551.17,83.6586
873935,1760.05,585975,82258.1,1203.68,113043,-119.338,46784.8,24.3652,29251.5,18641.4,83.6691
1.01185e+06,2340.58,1.33269e+06,84621.7,1396.8,97474.5,783.451,42862.4,158.845,31962.2,5166.19,83.6845
813788,1609.74,440589,47753.8,-261.849,86173.4,943.919,35351.8,86.1936,10285.9,11262.3,83.6854
619957,1765.67,411993,19230.5,13.6795,35236,642.282,12998.3,-3.23212,25954.3,3865.86,83.6885
1.97397e+06,3533.02,1.55797e+06,88150.6,-393.787,141942,3347.58,69848.9,44.0866,20790.8,23654.3,83.6886
597388,1731.21,441349,73462.5,897.312,83547.2,104.349,43525.6,-55.6313,11257.6,13082.6,83.7009
1.5728e+06,2375.25,1.39737e+06,128943,488.211,175228,1715.41,64842.9,112.44,34228.6,37130.8,83.71
853052,1548.65,632427,46392.9,135.51,53987.6,1191.41,32837.5,9.62052,13648,5417.76,83.7107
3.07179e+06,2714.83,2.43186e+06,255606,2259.02,426876,145.866,165637,158.814,63030.3,63768.4,83.7145
1.86675e+06,2552.52,1.39558e+06,138746,73.2178,180418,1032.99,112223,415.513,51842.3,33786.1,83.7257
531252,1511.05,453060,21570.5,-292.523,20316.8,1034.91,14502.4,68.8709,5381.57,1188.86,83.7312
568833,1579.61,436550,22556.9,-289.414,25529.6,1095.31,15350.5,53.3815,5393.25,1617.57,83.7341
959397,2273.49,681558,80323.3,619.63,85222.9,228.49,38749.7,123.491,12609.7,17588.1,83.7404
422989,1316.92,194776,100.945,5467.54,6711.6,501.142,1036.91,162.131,-369.01,-251.807,83.7512
1.9379e+06,2915.24,1.36605e+06,137497,624.49,202195,1181.62,102437,298.094,48953,49075.4,83.7513
147721,1037.54,36316.8,49.6916,-56.395,7837.81,158.448,-110.527,-30.8587,-49.3372,7.22677,83.7595
3.02445e+06,2329.94,1.85982e+06,179545,1523.82,186977,267.87,100171,181.012,41666.8,64902.9,83.7608
788529,1548.98,458566,64256.7,105.023,65026,300.315,39232.5,40.0898,8598.48,6655.41,83.7642
3.96203e+06,3523.59,3.3305e+06,293460,2433.39,318654,952.807,233575,586.438,84873.3,49276.8,83.7648
61867,862.07,67753.6,30.5555,-60.3757,2822.87,156.29,161.503,32.7149,-201.794,32.5519,83.7757
121997,1064.38,48727.3,244.237,163.489,3329.88,43.6846,207.586,-4.13054,146.453,112.916,83.7767
898553,1562.17,546557,97726.2,241.52,103513,638.406,39006.6,-94.7473,11534.5,13807.8,83.7814
115783,1003.26,52415.1,99.8941,75.2342,4520.23,128.072,266.928,28.8615,-182.871,-129.622,83.7827
66999.5,910.583,49243.8,-94.5588,5.32569,1855.65,-276.952,430.015,125.318,-7.96569,89.4557,83.7852
554432,1321.67,354963,38828,330.21,44323.2,294.339,25999,-135.888,48519.6,3420.69,83.7906
759127,1601.08,384736,47994,-92.3381,56189.8,378.187,30293.4,119.805,6537.08,8803,83.8128
65007.8,897.519,19478.2,125.819,-11.2918,1940.32,165.111,51.4826,-18.5009,-61.5089,81.9117,83.8147
2.70896e+06,2805.37,2.13531e+06,152307,1064.34,298285,636.832,140761,340.434,50760.4,40266.2,83.8149
1.02921e+06,2007.57,702319,52416.7,253.304,66314,1043.36,33081.3,228.938,8795.01,8766.94,83.8276
115878,1044.6,263098,102.375,40.4715,2834.89,-103.193,386.236,85.5772,176.223,144.222,83.8287
54353,784.35,29703.9,-5.51519,-48.9692,542.041,118.938,2.43982,-28.8343,-59.1687,59.0421,83.8402
1.39514e+06,1757.73,762647,78267.9,666.392,73581.7,871.475,72524.2,75.6148,14403.6,26771.6,83.8499
59432.2,810.321,17108.9,16.7659,-62.0762,2747.56,272.394,-302.748,-68.9764,-204.711,132.064,83.8513
239145,1397.17,301970,4160.1,404.744,8495.5,562.159,4836.1,7.0058,440.603,164.131,83.8605
682644,2468.73,657418,46834.9,631.122,96625,463.908,32517.4,15.6344,12492.5,5938.31,83.8606
638239,1282.11,530653,796.682,-16.76,7334.06,283.756,45.9183,-78.7126,-65.5176,184.333,83.8642
838354,1809.78,556428,68002.9,-114.748,52644.6,939.848,48383.8,-33.6027,9585.23,11321.1,83.8651
1.34498e+06,2178.79,977339,85292.5,738.2,101417,86.282,55599,152.869,21579.9,21422.7,83.8719
631802,1606.39,487192,67782,663.771,59794.8,-80.8172,44537.1,34.6791,8057.29,10358.2,83.8759
1.69351e+06,2727.14,729271,6868.85,7.54624,22283.7,1377.86,6264.98,28.1639,2067.96,2418.72,83.8874
1.3445e+06,1758.34,839102,76015.5,868.864,112778,280.648,43079.3,-102.204,12956.1,26854.6,83.8941
95815.7,960.777,91214.4,-93.8901,-136.22,3469.74,-62.2522,321.954,102.689,-201.333,71.2757,83.9017
1.07785e+06,1772.34,633234,78196.4,-58.1455,64652.1,1097.3,42082.2,68.1154,7484.63,9476.64,83.9053
807147,1754.13,669598,97351.5,557.016,88613.7,812.769,43651.7,95.8076,19770.4,17106.4,83.9057
704607,1799.54,624285,70333.7,195.021,96882.5,212.911,47711.4,196.404,16330.3,18681.4,83.9119
716163,2079.41,597409,60223.3,276.167,99670.5,497.377,46804.7,-97.8767,52983.6,8296.34,83.9228
3.3488e+06,2572.03,2.10231e+07,18396.7,-2514.17,165025,7379.32,4191.04,197.882,-881.084,6437.29,83.9246
828955,1618.75,468344,55531.5,-221.774,44763,1799.37,31716.6,87.2029,11848.6,5015.73,83.9265
151452,1078.55,79518,294.19,186.081,8842.93,222.558,-217.522,-71.9811,118.589,-221.056,83.9274
1.17678e+06,2368.37,831334,97474,410.133,115178,462.734,38329.6,-0.816718,9828.92,13194.6,83.93
98060,1034.85,48364.9,53.8003,18.5502,4247.12,-57.4642,22.9744,13.0345,11.4259,75.9996,83.9325
363095,1264.93,207558,273.196,228.99,1316.36,-274.111,696.179,98.4664,251.486,-82.4819,83.9335
944788,1699.67,505899,74484,308.752,66096.4,134.183,36347.8,197.98,15941.7,9279.91,83.9433
151880,1093.95,76272.9,-106.02,28.1622,7214.96,-191.198,59.9216,20.5263,41.9209,136.313,83.9471
1.2851e+06,1853.17,833593,88393.6,1078.38,115366,806.241,61221.3,26.5076,15737.7,26118.4,83.9508
803042,1753.01,466709,56841.3,440.413,83665.1,271.173,31996.4,34.78,10232.1,12389.4,83.9601
781904,1599.65,424305,80006.9,1090.35,46769.8,-588.083,41532.9,-103.665,18183.6,15642,83.9734
1.15477e+06,2223.39,878677,97317,-58.1168,126733,2018.79,39544.9,-323.359,12255.2,16800,83.9823
688524,1361.2,571420,28556.2,254.532,41313.7,913.385,8977.07,-46.4759,8532,1808.6,83.9846
743781,1651.21,606490,46115.8,-246.426,71422.7,1228.22,38433,-36.81,17926.3,12084.2,83.9892
1.0465e+06,1667.58,307405,4321.36,341.478,24438.3,1090.46,1590.53,-40.6865,293.799,1084.81,83.9963
1.86233e+06,2472.9,1.19062e+06,111431,671.222,162897,1758.39,76901.9,103.917,23510.9,24894.1,83.9981
1.07269e+06,1848,724541,82998.2,358.484,69717.3,895.951,36933.4,103.679,18914,6461.37,83.9994
1.08164e+06,1816.05,757240,88353.5,-40.3795,106978,1214.82,54110.1,35.852,19866.2,17655,84.0038
227378,1140.59,135697,1376.43,-35.8082,1426.82,175.478,450.316,82.6902,124.084,125.602,84.0043
1.03747e+06,1894.93,710093,79230,-617.028,69003.2,1939.4,37784.3,134.136,13419.4,12448.9,84.0069
571175,1747.97,407133,1230.63,-122.921,7075.91,268.951,3230.38,-35.5574,327.736,12162.9,84.0119
94732,982.867,57793.6,-74.2152,24.2475,750.987,150.041,194.475,44.0101,36.1095,-42.3075,84.0141
803156,2463.67,486248,55820.5,713.45,65114.6,5.70776,49593.3,120.079,6855.2,10855.6,84.0198
2.27981e+06,2930.55,1.92279e+06,253903,2309.3,310930,-1061.74,143816,388.886,49709.2,60990.4,84.0211
3.94008e+06,3079.37,3.58248e+06,229165,3425.39,351738,1912.96,171558,270.027,79005.6,73278.7,84.0215
1.32814e+06,2378.45,1.35108e+06,154919,2404.9,174099,-2100.58,269465,-16.1955,238482,37458.9,84.0221
942013,1651.48,690601,80910,420.336,86282.1,434.248,50112.3,99.4776,18820,15445.1,84.0238
771148,2175.02,707339,34326.5,496.757,39300.1,787.72,24673.5,30.4146,12359.2,3130.16,84.0254
935159,2265.85,584644,81415.1,485.048,80710.8,212.111,73583.6,54.0426,13426.1,11037,84.0259
1.23294e+06,2784.87,880166,68181.8,-14.5183,106130,1788.34,48681.7,104.15,81058.5,11087.6,84.0265
1.42996e+06,2495.02,860541,97275.7,202.947,90744.8,1572.55,66703.5,-72.2047,17991.1,32053.9,84.0266
1.9452e+06,3714.7,2.06685e+06,154877,3155.7,235820,-405.505,134681,157.289,92159,53104.9,84.0289
1.06855e+06,1623.76,650629,98033.6,435.802,93281.5,449.532,39613.7,71.763,14558.6,22946.4,84.032
1.23284e+06,1891.68,1.00216e+06,82169.9,-236.195,105228,1310.02,76763.8,-5.79996,110690,19321.4,84.0394
778701,1478.95,429850,77929.5,878.983,56655.6,-384.644,34934.8,136.508,12695.4,7057.31,84.0403
958817,1828.6,855902,60553.9,181.224,66194.6,1389.01,49121.6,-158.498,20161.2,19833.6,84.0418
869468,1616.98,642697,39639.4,723.784,71472.2,10.9409,30301.5,-53.2507,15785.1,6718.33,84.0456
3.7738e+06,3504.98,3.31659e+06,297360,5756.8,628215,-3810.53,228587,368.642,80039.9,96141.2,84.0463
2.2092e+06,2792.47,1.69953e+06,169190,607.457,203769,1130.98,128507,218.626,174638,38320.1,84.052
1.73528e+06,1768.13,1.19488e+06,215340,1760.42,159745,210.637,79286,51.2466,37624.2,28927.9,84.0533
1.94679e+06,3069.54,1.4686e+06,163526,487.91,188778,1170.87,83147.3,65.7841,37583.8,35021.8,84.0542
903663,2013.07,547767,68611.6,47.9447,86775.4,607.472,38063,274.19,7902.18,9476.89,84.0568
78918.3,959.854,36296.4,-73.3628,155.204,1449.06,-250.602,540.234,154.599,-100.008,-116.638,84.0606
1.82927e+06,1985.59,1.19134e+06,239305,534.093,170560,682.382,113781,225.085,36951.7,24531.1,84.061
2.01427e+06,2537.84,9.12932e+06,1598.75,6422.63,42537.2,3310.36,2104.75,0.843343,-146.272,1244.46,84.0622
1.09125e+07,5822.76,7.68576e+06,596619,6328.59,853577,2926.11,311161,995.354,154434,158311,84.0657
799858,2475.08,563158,78962.2,172.887,71706.8,306.366,51278.9,114.534,17207.6,11537.7,84.0657
