FSC-A,FSC-H,SSC-A,SSC-B-A,SSC-B-H,SSC-H,Comp-AF-A,Comp-AF594-A,Comp-Alexa Fluor 647-A,Comp-Dylight 680-A,Comp-PE-Cy7-A,Comp-PerCP-eFluor 710-A,Comp-eFluor 450-A
1098000,480835,671914,4194300,2644900,308652,11665.1,1608.23,469.79,44.5886,450.926,64.6674,120954
890826,524233,474185,2848090,1627180,273172,5637.51,-65.1613,-66.771,41.6772,-157.533,-165.652,94900.1
808351,442672,438984,2973460,1899940,290961,5181.23,645.076,390.373,-116.733,-38.3809,150.917,57355.2
863389,486607,469260,3082200,1655670,250062,6957.9,-23.0039,593.682,-521.776,81.3493,-73.3104,77947
1084630,469311,384027,2705180,1156640,165164,3783.66,-262.762,-68.94,-294.537,48.8023,-111.074,147477
931603,381778,461509,3091150,1626390,239610,8384.5,-0.392462,-200.327,-163.044,16.7857,-90.1382,117714
882530,526102,281167,2163620,1335150,167585,11215.1,198.207,-431.777,90.4427,-58.8751,553.54,83931.4
350538,217316,267684,1744740,1098320,174911,10499.1,-328.836,-43.4231,28.1489,-237.118,-190.783,12623.7
738949,384476,361423,2373880,1239240,181867,4881.54,-28.705,152.557,15.7493,168.838,-188.792,113774
1000750,407422,368733,2518000,1095050,158328,8621.25,833.376,-104.149,91.9013,137.158,605.653,87071.1
997850,566394,652557,4018210,2436420,392146,13952.1,-280.118,270.242,-201.068,474.607,32.3579,95214.8
674365,419919,338689,2153740,1409160,224356,5045.07,-46.7464,347.612,-459.248,125.54,-8.09319,79161.6
778790,359093,549581,3744620,2094660,308168,4947.08,93.3818,656.631,-147.436,-387.734,380.54,99049.9
677326,330851,303142,2350630,1357280,175869,2984.18,621.805,557.201,12.1911,15.9585,-128.557,105811
672311,380018,309583,2178100,1508330,214810,2060.25,355.824,-480.362,216.314,-163.048,105.421,101972
857323,471631,409010,3090620,1983520,265294,4956.35,177.684,207.214,400.552,158.009,-182.833,72255.2
893311,598511,406586,2937990,2053460,292844,9200.32,356.28,66.377,94.2604,-240.435,294.845,38287.9
854305,484371,271899,1625970,1024570,172544,19572.8,2659.6,635.577,-562.942,228.159,2073.6,106720
1407410,600632,632668,4194300,2098030,304764,6111.69,653.049,114.055,125.485,-379.288,418.955,141551
1207400,455262,363677,2524100,990176,138348,8162.74,-14.3065,-146.855,229.329,-266.867,209.654,51509.2
832960,538782,307755,1901570,1256010,204169,2925.06,176.719,-560.105,339.078,-200.529,58.8338,102287
634050,389727,269905,1561210,1038260,185117,1633.09,174.513,115.568,-128.749,-302.591,78.013,84066.5
920731,509341,432409,3042680,1660700,230666,4828.95,389.477,17.1985,109.96,-311.502,199.519,117258
